Measurements.Samples,Spot.238812,Spot.238813,Spot.238814,Spot.238815,Spot.238816,Spot.238817,Spot.238818,Spot.238819,Spot.238820,Spot.238821,Spot.238822,Spot.238823,Spot.238824,Spot.238825,Spot.238826,Spot.238827,Spot.238828,Spot.238864,Spot.238865,Spot.238866,Spot.238867,Spot.238868,Spot.238869,Spot.238871,Spot.238873,Spot.238875,Spot.238877,Spot.238878,Spot.238879,Spot.238880,Spot.238881,Spot.238882,Spot.238883,Spot.238884,Spot.238885,Spot.238886,Spot.238887,Spot.238892,Spot.238893,Spot.238894,Spot.238895,Spot.238896,Spot.238897,Spot.238898,Spot.238899,Spot.238929,Spot.238930,Spot.238931,Spot.238932,Spot.238933,Spot.238934,Spot.238935,Spot.238936,Spot.238937,Spot.238939,Spot.238944,Spot.238949,Spot.238970,Spot.238971,Spot.238972,Spot.238973,Spot.239001,Spot.239002,Spot.239003,Spot.239004,Spot.239005,Spot.239006,Spot.239007,Spot.239008,Spot.239048,Spot.239049,Spot.239050,Spot.239051,Spot.239076,Spot.239077,Spot.239078,Spot.239128,Spot.239129,Spot.239130,Spot.239154,Spot.239210,Spot.239211,Spot.239233,Spot.239234,Spot.239293,Spot.239294,Spot.239295,Spot.239378,Spot.239379,Spot.239380,Spot.239465,Spot.239466,Spot.239467,Spot.239554,Spot.239555,Spot.239556,Spot.239645,Spot.239646,Spot.239736,Spot.239737,Spot.239831,Spot.239832,Spot.239926,Spot.239927,Spot.240023,Spot.240024,Spot.240122,Spot.240123,Spot.240124,Spot.240224,Spot.240327,Spot.240328,Spot.240432,Spot.240433,Spot.240538,Spot.240646,Spot.240756,Spot.240757,Spot.240869,Spot.240982,Spot.241096,Spot.241212,Spot.241328,Spot.241329,Spot.241446,Spot.241564,Spot.241565
PI361_2,0,0,0,47814.95054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33142.09616,54970.27358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63699.69251,0,47899.80054,0,0,0,0,0,0,44452.8803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25190.0412,0,0,0,0,0,0
PG4412_0,659196.6664,579241.8084,283643.8983,337330.3836,438402.1563,668970.5823,409637.9725,610059.092,868880.8205,530469.5121,614138.2448,808534.5259,729421.7804,390825.8642,375103.6076,415622.3585,281615.6885,410900.7414,445570.9218,594718.2032,568737.1292,729644.5645,743561.4743,413427.0802,445005.7911,612337.3097,616116.2351,551938.2766,582449.9324,914342.9431,772011.2031,423911.3275,426964.107,509770.5573,364431.8847,379809.7258,376656.0287,245729.0775,387000.8341,351364.4696,473773.5756,555917.069,481031.6567,297549.1897,361230.7907,386601.0893,451406.8303,385601.2078,421638.5057,627109.6118,520211.8717,546402.7026,501420.425,464428.5052,432619.9148,448363.4605,356167.2968,427646.0642,777131.1358,510663.341,374077.4394,415418.178,532104.4731,767802.5219,462501.1959,456657.1352,740563.3372,563059.3108,426733.9935,700908.8481,617600.3195,691599.7068,393890.0167,725994.2282,868808.4713,681567.9048,615406.5591,683131.0154,610113.1852,668481.268,549226.3303,458119.3695,443150.3288,296359.198,573444.2896,666459.8498,412915.8182,331605.0729,478048.6052,446566.4791,411461.5552,640582.1296,388418.0523,493678.6194,459769.0287,335962.4412,482562.9807,269385.732,348950.2196,388840.933,446150.3189,299425.4948,394108.6544,447846.6056,250648.9269,385705.8071,233277.8205,411145.7903,151709.94,401106.0501,383561.6123,419262.2921,519403.0966,309507.3403,489889.8919,414027.8738,385237.1815,386747.6617,394604.0867,356002.011,361379.4264,297751.2235,305630.6322,321574.2006,582226.8717,350780.9359,318790.5293
PG4412_1,582173.6901,522942.6229,290908.4367,337248.3255,386986.4638,538187.1659,373501.0666,563151.2848,678868.7627,500677.8172,538601.1453,743907.8682,608711.675,357626.8223,307839.8529,351683.7935,280805.4907,377785.0191,362908.693,506009.9294,527930.875,548034.8547,624046.8785,383497.3379,397427.7543,558196.657,583534.4381,520083.0976,625991.4562,789489.8351,810228.3176,434131.5302,449518.1404,490501.9709,362363.5565,373019.8605,339510.8827,209030.3151,310493.7429,331605.1254,358931.9649,491968.8891,411572.0991,239125.0575,278691.9951,378423.9196,416959.3091,260424.6262,325920.7881,593367.0166,408336.4025,541775.8974,451437.5198,425839.3075,318272.2108,415300.118,303667.2934,411742.4592,668053.9261,478134.6202,333773.1257,371247.4572,459988.717,589997.7906,392460.5677,386926.1478,658939.8292,519778.7178,408186.4077,605038.7025,487681.1733,482898.5788,322852.1232,617218.7555,798949.0547,635576.4729,496185.65,651931.3949,564490.4123,589184.0553,537716.9194,412578.1969,337651.7218,276209.9173,531839.0571,608721.4183,459237.7565,283174.6327,390150.1535,385621.8084,346474.1542,691408.1771,358407.6737,479385.5784,420805.28,271020.6613,440584.8311,228277.7767,332116.1311,323864.0302,348887.6896,198529.5613,304077.6111,449051.7721,257435.1131,344508.0199,210286.2539,357168.7107,164054.8352,359554.268,281841.7341,354210.235,445191.435,300535.2121,390021.8273,371899.7716,326037.3071,312458.9421,372764.4754,284478.3513,322882.6573,265398.7078,266263.5463,246448.1287,435456.7589,321331.2827,310090.0388
PG4412_2,222243.8847,227797.328,92295.06518,124466.0632,156700.6331,188067.3151,161466.8029,200480.5956,283744.0497,170038.102,185470.4653,276159.6759,237984.0149,146112.2643,124742.283,121550.3519,82340.02795,112641.5362,145760.683,153463.2649,216625.2696,224921.7256,198173.7752,135428.6292,139272.9535,231468.366,188179.512,169928.3353,153178.8735,212031.1677,272479.866,151791.1313,152062.1408,124135.5282,108859.1828,143929.2669,109896.9355,95079.06305,110180.4987,114028.6559,141686.8897,168506.2714,150624.1778,90536.79098,0,148997.8821,134945.0293,112773.8958,125057.4108,196663.8884,165028.3936,208944.9019,157397.907,141980.9857,136678.533,128773.4159,87305.87387,142475.6508,209997.08,166202.6588,107085.3275,125893.6957,164022.3785,242302.8761,113327.4083,130802.3865,194470.2223,195939.1065,152357.1942,211338.5157,191551.5439,162604.4432,136071.6224,165669.3525,292376.1579,219148.8633,126558.3725,235224.5885,212031.2374,223823.5553,232833.8435,135370.6716,140341.0796,90866.03694,169080.8728,178050.5169,174212.327,115481.2413,139596.2178,166956.359,101412.488,184012.6525,98526.2702,141163.6145,123857.3935,98939.56361,146246.284,92092.87793,111040.5083,177308.4129,122889.053,71553.46462,133910.3864,144400.3,75545.31445,126751.0749,70176.83908,115861.0927,45743.68022,136678.3441,110962.7025,126465.0421,169967.0552,129945.4677,146137.2855,133403.1566,129415.2082,134850.8101,123549.5995,81158.03341,115046.4774,93992.67217,107578.5631,72931.27532,141409.1095,110983.917,96451.19153
PG425_0,1160038.484,755822.9499,379190.8085,470230.7229,669023.8112,774731.4346,489131.0475,544712.1839,597124.6987,395672.5451,517344.8389,588852.4189,693416.2824,482082.1794,554155.2454,548713.5661,318309.1269,428691.3118,532302.7288,621190.1042,669681.9794,765366.5862,697429.7156,393522.6103,504189.8846,835955.6797,768183.968,637411.9275,622741.8576,781328.1594,566728.4242,390389.2339,487847.7094,671263.9704,457286.4303,448122.7887,392481.745,418651.881,539894.4868,377935.3761,549444.8687,433281.3771,542352.8779,397991.1225,622383.6595,392221.4057,442259.3916,300858.9288,479120.3389,386636.8433,466150.9417,602286.1698,436393.4329,427704.8561,408065.9627,521788.8579,414311.0711,523360.6679,546370.748,348749.9667,490834.2445,460263.767,533121.4294,645469.0782,344103.3147,518444.4193,395018.8229,407554.4719,416700.3555,516106.8021,641993.2185,564365.4171,639762.5374,582982.2755,772921.0284,524793.025,597992.2073,742907.0962,738916.5994,517825.3389,532722.2132,404708.0955,366351.6312,334897.1977,635012.2283,831216.8036,700051.5493,580281.4273,517024.1366,485570.9678,441952.4797,894919.4624,461649.9876,472111.2685,483716.3611,655096.183,373873.8951,402809.8712,542679.2503,449930.0766,537144.0987,514801.2218,468326.2725,625683.1214,429698.8467,473584.4347,380205.2398,557422.5845,340520.047,365330.7889,457247.3016,775599.3483,434162.116,603473.9013,529167.8961,493892.6308,431837.2121,426603.0294,368826.2741,428471.3022,405787.1448,695234.4589,501157.8796,519024.2602,731314.9415,779957.7545,596145.8021
PG425_1,811634.7377,566428.7068,310703.3384,353025.3691,441569.5106,648215.6493,319371.2682,370022.1828,466161.5995,285321.3868,430870.5577,415824.764,542691.7731,339389.117,417807.9981,400341.4118,265634.7791,350561.7655,312017.0426,495557.4695,493059.6068,520291.9549,562283.1368,314234.8694,385211.5555,586264.3227,625005.5305,503644.0759,447248.9555,481035.51,474828.131,300286.6773,347003.6733,532395.5307,346797.5649,387515.5394,254158.4283,318825.6934,396217.2927,339670.8088,396013.2452,346583.2323,391496.0011,285586.9181,536033.5491,295891.3741,329668.4461,233855.2443,381570.313,348954.1949,366301.6806,481283.5671,337909.3405,328743.268,345202.8329,392652.355,304448.0371,398199.7982,395787.3736,301621.739,338555.1481,390347.8263,356371.8608,435494.3631,268811.7301,393507.3616,361940.1077,310947.3697,384086.5105,398614.9814,423084.6798,514125.8324,510695.2296,429997.3048,486735.9651,386852.8072,433436.1327,612329.0922,543183.3649,418517.2313,381375.2869,320904.9191,300336.4941,304442.7241,524970.425,533609.4116,544852.6741,434280.9301,380261.4126,354775.1575,357521.8133,605520.1832,379187.6175,382240.4227,405687.054,487309.2467,269947.3043,293768.4548,387039.712,317843.4053,355700.6028,415795.9739,354301.5984,443393.5752,348927.8616,368517.9484,247159.9928,453700.045,253066.5511,256387.1743,263571.7568,556310.0859,331296.7586,503586.132,397782.1969,380820.1369,373816.9237,338123.6112,306767.1224,348352.7015,302731.4553,503081.9518,451901.6256,404975.2136,535449.3288,585055.808,499418.4226
PG424_0,615673.5343,415032.0026,226803.1072,305113.5764,462250.1117,524520.7925,299380.5433,352688.6139,366909.9588,338498.5684,283312.7592,307051.0309,421133.7713,264331.5605,338347.5135,345582.5408,188103.456,427229.9417,329342.4657,413529.1482,443536.0862,579640.9478,494460.5766,282390.8849,359732.9597,693064.2476,419377.0287,316165.3252,282861.7204,403349.6393,296494.3723,223882.4416,300054.1038,441013.947,261817.4336,423317.383,208294.23,236636.0523,329277.1996,315411.5342,310520.8328,246664.5051,260420.2741,255447.2415,456359.7627,293928.7289,291841.8795,252881.2971,339980.7981,366796.2167,208226.3203,373105.18,397111.7706,240091.165,203903.4706,249056.0989,191001.0973,273658.57,251068.2657,213484.3164,386323.1633,262293.068,257769.1891,431182.9752,258700.0246,302098.8271,302313.0799,195007.4508,240128.1491,270303.8088,364952.5029,408705.2134,516596.5389,431072.899,512095.1809,257421.0468,310137.0807,387780.8436,450484.0339,404944.4208,335589.4919,339917.261,279886.0635,222592.6937,448943.2563,529495.6263,390958.7508,312638.6329,225462.1281,469338.2747,301867.1283,430455.4288,310581.4832,347074.8907,297460.3286,388946.1381,177493.8833,213396.6294,305508.5583,316924.1168,264862.8526,277471.1066,233513.2681,388164.504,275426.7754,262147.1204,226443.8615,314426.1342,190536.7937,189782.9277,376576.3662,431069.8886,248379.203,354136.3761,299550.7414,200406.2139,243322.5403,233733.0543,167470.1893,212594.097,211745.3759,337283.3923,292642.6854,338224.9785,406505.2306,400850.4831,343696.9239
PG424_1,466948.9175,356998.4635,178344.4707,238324.2051,388379.2157,308340.6751,272301.4879,249654.5512,233047.7481,213482.8635,245043.8322,233044.4128,333690.9079,190535.8067,232929.5407,285276.9564,157924.355,225648.6805,243869.819,305985.4234,294759.0656,349263.824,276137.9734,188546.6455,226537.1271,468111.6297,360782.5583,226621.0831,241495.2364,277616.1573,213865.2179,160791.326,244945.8734,342231.2293,229261.9624,230319.3344,159202.3944,163373.2392,245631.9713,127243.4772,172214.5224,183245.5679,173817.5395,191086.938,309968.0418,221890.7806,232916.8506,153014.0211,245620.9426,210459.0806,218189.5432,275194.6631,218044.4216,169946.9283,172350.8559,183406.7331,175870.8342,212323.6008,213275.681,125833.4359,193197.6945,204637.7428,211476.3982,298916.0301,177885.7672,241368.1619,232494.0931,169957.512,168518.1639,248198.0517,269761.1436,267081.4351,315093.8517,306393.4519,346704.6561,211525.6213,259048.9223,286874.3858,314051.2913,295727.8179,305359.3771,219015.11,203050.8271,170932.6061,319732.2405,310367.622,322573.3616,220458.021,205752.5333,225536.7397,151257.5691,341675.8317,222110.377,234409.5471,203431.4615,259072.3313,135478.0082,170767.6405,230645.4117,236329.8206,197631.7104,261180.2108,209882.2248,323959.5311,190745.4886,179816.7356,135050.9949,252005.7816,171629.6251,142772.1795,178287.4417,304076.0262,171120.3282,262844.6865,191448.1896,185763.3691,142580.9613,188011.7751,169841.7503,158813.8971,175856.5059,278001.5721,175616.5289,206530.6611,323555.3166,250914.2652,284931.611
PG424_2,215329.1913,176277.5387,0,65977.65435,128139.4455,107199.3082,78653.10602,64396.5076,85315.12772,72761.7641,80097.5117,92183.90788,104442.1344,58818.58103,71005.63496,93895.54554,68036.03471,82148.53914,85019.35146,89282.4053,146402.6725,129497.797,90556.18909,87877.85799,102862.7244,113545.8743,116769.2878,94465.41055,68256.60174,115114.9442,97922.11993,61745.14582,71545.24038,116635.0926,84547.41853,66606.46295,0,61479.74916,97280.36818,41565.78626,0,80812.11474,83983.37785,68953.53086,134136.5966,86321.45123,83498.62237,41073.93806,76299.76594,73242.60763,96812.4209,102805.1812,96891.0023,69967.27322,88310.68414,79714.46429,67311.91859,72089.96294,90671.83245,67409.9711,88849.66546,68874.24234,74790.52962,104452.0401,0,83560.36747,76970.04603,72837.54706,66893.66729,90061.67194,62624.12091,86896.46604,110121.627,98630.80147,152098.9116,90099.96388,72085.23417,99440.05224,100047.5622,103275.1087,104061.3033,69747.18899,69168.83977,56902.52464,104733.4974,137196.2519,93449.72625,72106.90876,82224.25197,63077.39462,49847.79768,123854.6692,69660.10074,98090.82249,91724.7986,114376.5911,55500.42123,82427.25953,86015.79654,73521.39967,87835.16866,77786.29017,61760.74214,105423.9293,78873.66868,82459.36505,56755.69295,69254.9617,74037.49571,61686.20224,78506.03663,158791.6891,75879.80918,129027.0945,79693.40063,71642.74098,62254.9558,86803.0714,67449.56302,84189.05653,85460.75251,90213.49942,70275.72053,89394.11681,124267.0184,94166.82619,81881.43632
PI374_0,212901.1831,161918.1849,66362.53798,83196.41109,137317.9548,164104.0938,117689.6148,114013.6923,145780.5019,127462.7125,93192.91978,189408.9597,201466.3119,100903.6952,112515.4349,83537.28681,75106.65669,100868.7097,135070.9897,109813.2408,128315.1267,194622.0874,128208.2139,116151.635,124693.0049,178688.7044,159861.1208,139395.8755,154664.9039,158964.3191,128514.4213,100873.9699,108415.3097,142561.8359,116896.8764,119366.3868,83168.23439,75189.9046,121712.0118,81920.70603,124241.452,123459.9855,108343.7543,82573.94129,96763.70577,99012.73611,104630.8885,79483.03293,89281.0713,129612.6387,105080.9276,148887.5788,104588.1069,108104.7346,103138.454,96531.37858,64738.71501,125773.2565,106934.5963,95338.4901,92620.55242,108375.9122,107262.915,180355.3506,93611.94726,161415.7962,138387.9263,134741.6184,102059.2776,122490.8401,127525.6024,132470.822,142488.3016,128142.2302,197914.4054,123335.746,127372.6589,138513.8748,148896.6438,159292.301,145355.5923,94552.99942,123202.6697,76581.59453,133673.4816,207139.5131,87783.13898,117782.6032,103667.4787,144052.7551,83655.22789,169864.9877,122418.8748,99548.11835,107712.5666,100222.8043,73202.99647,80958.58939,107302.3002,107474.7558,116836.4753,71275.4647,96672.81533,136150.8816,86582.22275,114554.0574,97339.36241,100544.3839,64124.16442,97407.73407,123875.5554,116665.3427,87826.56023,129739.7613,90662.47696,84270.20635,80721.52475,76480.83921,86438.64739,49566.70534,74987.34048,86401.29421,96741.55097,83856.98566,124805.9518,101775.4359,90896.17897
PI374_1,113385.1712,0,65392.80125,65619.79247,118008.5179,124960.2365,121408.2196,86931.27625,80199.96731,90367.22617,105408.358,107946.5774,155790.8946,90088.25917,88364.94931,67513.40846,73145.67677,97766.67513,100938.5584,116142.161,95109.83984,147494.2056,100919.6157,107634.6692,97576.22615,127453.4346,114106.0094,96223.42503,120226.4253,122393.0465,120385.1587,66534.94939,80318.74405,95907.59882,80646.20595,88426.09462,64685.62577,53703.95095,78056.28271,62690.85241,85041.40877,110966.1905,74989.15418,75968.52217,96618.15679,94955.70541,89085.43148,53863.65394,64286.94314,126231.6348,76943.11737,73274.16303,94645.79125,80956.90023,77510.34748,79362.70532,67799.91133,92549.38336,79943.01876,68892.37021,73855.73466,78052.81641,120114.9664,158835.2348,0,85186.6247,85102.79652,75650.49314,88610.20879,96656.51402,90078.01958,123692.7927,82632.6391,102916.6109,161653.2327,106252.2447,131759.0587,135035.6276,134602.16,86272.36535,96270.43823,83743.50727,99358.76154,50918.68975,99388.95779,110816.7542,84338.35959,73013.07626,92083.9839,0,72789.47834,137396.8813,80353.00027,108722.0601,94143.20162,98695.6197,68655.11867,60280.08352,77827.56528,77497.32722,80599.17808,67451.23703,69552.89835,95697.46363,58604.28198,52571.4661,44470.11748,79178.20256,54647.88508,50712.25004,68712.13785,0,101061.3085,106592.2838,82347.65062,79693.11497,59474.72235,81144.18584,64655.74182,60322.77935,83292.05991,95176.10242,73949.8803,67699.74047,134449.2137,82015.76074,94422.57645
PICer386_0,816848.2325,771566.537,393425.3535,433658.6942,649195.6096,697219.0949,482307.3315,483237.7967,464261.6202,356939.9305,465135.3329,490251.5385,626123.1629,353209.3014,530724.0476,598656.4783,329529.7317,469549.1784,483399.0509,487540.6879,511348.3216,637179.6152,535665.6523,464319.435,457896.2496,754894.7407,619213.9926,488792.449,342647.1701,499207.8865,431235.3385,359212.0834,483444.8413,574380.0506,420478.498,532117.9567,432407.3299,422629.8313,612987.8888,393409.6855,388457.9504,425270.0249,316571.2322,319198.1195,596873.6391,458399.9851,395210.0768,280783.3921,419287.9725,419324.6299,338709.104,523183.9914,443068.3456,428220.6412,491777.4721,577292.3233,404806.9065,417329.782,399847.2598,300063.973,456599.449,434281.9132,403368.7702,450091.5407,355344.9969,466093.1693,341509.7887,273785.073,498119.8026,457977.1319,474376.5348,459535.6276,711254.4721,509917.3341,613722.9586,457249.6262,631379.0782,582675.2126,697351.9122,537008.3321,495638.712,342704.8045,470285.4734,316616.8053,551467.3807,561017.7575,653690.9453,514811.8917,307052.5008,475827.4604,370618.9404,498372.591,471769.7258,418311.7981,337413.5197,549541.3374,307932.822,325172.8202,502888.5031,341130.8577,403773.8054,442095.5677,442002.1724,481062.7482,413265.6924,335445.0361,419876.3837,371139.7372,366811.7316,288475.8193,331054.8189,687119.35,269230.4504,448895.6339,398965.913,271339.9964,432371.2559,394286.7023,296190.0076,313509.7309,309611.6699,451127.516,393069.6278,365689.1438,525989.8849,639623.0738,430749.5068
PICer386_1,612372.0527,435866.3741,295597.3574,224910.9388,476265.5093,505301.7683,323153.568,270411.0944,350859.3989,255010.483,286634.4871,324705.542,446496.2403,234681.2228,330948.415,356911.2434,235090.5376,274722.2455,296990.4992,358379.704,363628.3188,475382.7124,380710.1872,286920.8971,291866.4855,489777.8794,376704.933,340965.0195,272760.1057,344789.9563,255896.4639,199472.6794,313326.8922,383755.312,290282.7995,286119.4441,279504.0311,256678.0195,353816.7118,262812.1146,294148.459,267125.5339,227869.6597,200108.6381,343125.3374,270610.6864,245646.6491,213561.6967,254886.5646,268003.1909,247208.2606,409587.8009,264605.3209,290242.6566,299053.8033,347236.0291,285780.1696,303901.2972,296809.0561,192837.7357,260222.3837,269672.2724,264831.2458,323645.3435,214126.1016,285111.6205,272722.3299,180392.5222,267833.2019,349652.6161,367230.579,413469.3344,444222.0077,369707.3161,442188.2937,264971.1807,380691.0687,381765.1301,418194.4778,380734.6334,359069.1066,305163.283,319584.5035,218884.7563,345547.5945,340134.2352,433619.5814,347323.5073,228827.2656,325146.5133,239135.7178,341540.3448,314418.8604,282895.9044,211049.1118,372417.3058,207619.6352,180201.6746,374108.9269,210069.3766,230145.4535,274327.38,317349.262,269476.8892,263191.9463,242032.8647,276641.5473,244689.7915,226873.3971,191373.4207,236239.5872,366755.1307,201375.5515,334823.3161,260644.5021,232067.5351,306118.0191,242694.4198,222856.3692,213830.0344,168433.9063,290886.3933,264316.6078,252580.1039,334786.5766,381076.6731,281820.5239
PICer386_2,124195.0463,148092.991,91834.96684,105790.2004,136426.1068,104679.4505,91456.36187,105831.1208,101912.3849,0,95681.49721,93027.12246,111286.1453,57779.5015,95033.75488,112882.8518,67799.52755,82764.51276,104887.8373,70761.41952,92437.999,131859.9157,128941.426,93353.80146,84186.74541,166532.9768,122513.7839,85540.02348,96150.83193,109785.0696,79310.5306,66222.9348,86468.38303,117232.9587,85542.17443,69740.05859,97698.46803,64934.88272,98503.02834,75360.71152,64684.04837,89598.61486,56618.20369,60594.66723,98015.2645,103906.575,77708.86171,54285.54238,74762.965,0,72942.56132,112311.1968,86300.87376,81839.77452,76089.45146,92155.08318,96149.1687,67366.47609,69429.93149,56915.43131,72736.94296,85871.66705,88925.91124,120405.36,0,86911.60236,84270.47105,50045.78187,93169.27298,57249.51582,81044.29771,95355.40354,113280.5109,86719.22094,126296.664,109393.8803,99091.99514,103077.9413,129812.7816,124449.8481,116260.8222,60426.77537,86766.13357,62498.1059,90846.50909,129302.2307,128115.5502,66368.53914,82803.68405,67777.31869,66754.27641,0,95243.37326,75152.71998,55288.65734,83757.26941,0,65851.10884,104222.2744,76448.75626,91559.00864,79181.27762,89974.02184,85611.11388,85820.06259,75480.24304,70376.89808,71135.49747,55956.31322,66466.0777,69165.01404,131921.4602,74799.33571,123286.3786,77250.32803,76025.00076,54759.88313,75317.46471,48566.28623,48996.03324,58343.94054,86410.75819,67312.09581,60294.53608,109851.5937,125908.2871,116635.385
PICer386_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66610.29397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35470.79291,0,0,0,33674.55173,0,0,0,0,0,0,62738.11214,0,42053.51806,0,0,26996.80865,0,0,0,0,0,0,0,0
SHexCer411_0,748633.2043,602163.2195,252149.5221,290628.819,727329.5467,530963.5121,549824.8952,761686.8022,534044.5835,384413.7678,336813.7277,251182.0023,726654.9388,370004.8249,474414.3544,497714.0673,196235.932,563709.8553,522404.6543,694372.0525,757284.6032,1304488.047,922113.1681,405570.0975,584559.9953,1404107.376,645427.5028,289185.5472,226665.6142,523603.7654,190055.4815,191007.0208,419172.1941,467057.3565,312414.4699,419186.3796,165750.382,175676.2355,374442.0597,158446.2072,246935.4531,364191.9679,319332.9518,522398.4125,681255.4699,611643.3983,556678.0831,443772.9991,602032.3419,702982.3849,450124.0146,783836.5075,249557.6366,284195.7627,243954.2417,147843.5266,92406.47256,340728.083,361910.7329,253896.4871,224137.6499,365075.4383,266286.9276,1114118.204,509855.5396,620190.1124,442439.0552,295276.8755,225407.5994,157079.0635,496371.9547,586861.9423,668131.7604,793636.6654,989940.3937,312338.7452,195123.5586,264632.2755,243305.3812,629446.4277,331579.3979,522629.9141,507047.4308,290363.6776,758004.5131,846197.936,673891.4571,273110.3844,391361.2067,121393.5072,90426.75206,350193.4239,617825.8813,262685.9814,386937.7473,313267.486,133490.1396,167836.7188,250491.5556,527500.6123,137285.3144,330925.9241,187751.4442,554261.8751,318094.85,423554.9946,127030.6482,196286.2564,183741.174,135656.659,158595.4684,313190.9183,169894.744,261622.1953,196660.2575,143756.9999,125128.6891,181523.9434,143728.8821,152258.7039,165376.3623,378994.1732,152986.2529,283247.4596,208376.604,139318.1931,304317.0969
SHexCer411_1,304913.1252,236980.8793,123903.069,174567.1844,340126.5916,227261.0592,264346.1668,347916.6771,225228.0215,202349.0399,200221.7127,181044.3481,321861.2993,161034.0694,197020.8673,275377.4757,115085.9275,278281.0939,275996.3986,309490.9621,331512.6069,626128.9847,445787.9007,204027.6533,282815.4617,563043.0051,283048.7571,129928.4831,129285.1422,234734.2218,97078.75406,89757.49034,210344.9327,239491.3608,156070.8202,195156.6513,78504.78948,89454.48804,195677.9241,85073.15338,110823.647,145331.9018,147884.6068,238109.4542,261861.4,316218.9888,287083.1991,261033.585,339086.2132,346569.1928,227279.616,339141.2167,148441.1497,105217.8134,126733.7914,80262.6197,67354.9832,164730.118,148372.2153,126514.2599,129294.4923,183494.8558,127297.4822,592996.6363,222228.95,289260.5425,194810.9225,111077.2243,104088.3648,86641.8741,232449.9291,263232.2498,317918.3857,344443.2529,631976.496,120748.4151,108295.2196,159020.9228,72678.27937,346257.0002,161807.8818,247189.8761,230796.9148,134725.0138,351284.0551,441229.3608,327821.9411,124752.8743,185396.7776,74544.05492,46243.05837,153439.9685,293006.3588,158640.6776,173029.8296,147798.2553,65173.9285,81942.24196,140195.0103,287244.0287,76390.73593,185978.1487,98460.50985,296935.3441,149496.4611,183498.908,61262.68977,88080.57176,82220.85943,69683.66929,105221.3215,152378.0653,64204.04675,186464.1322,108239.1849,60394.05481,54154.96806,84197.21502,82889.82746,74162.34101,88536.91341,156271.5227,91608.45852,139024.2005,83928.52117,60273.68522,157114.5303
PS4412_0,141052.9381,125631.5449,71478.97988,63024.55799,123406.6195,147004.1748,94849.19229,58290.28673,98367.35341,69713.34462,97437.04347,104217.8514,142464.6292,51842.66814,71871.04243,83587.06632,51868.36312,79088.7883,91116.02261,74829.39486,77800.92733,104190.4575,73444.81109,98388.16306,45110.56794,100403.5895,86755.75162,77408.37261,70162.25999,91188.89129,47496.96558,58130.036,101375.2243,113472.5698,75129.58469,123987.1555,81996.22332,63547.7794,118421.8418,59765.6543,88082.99219,55441.41459,52418.63015,41952.5984,100501.6768,102527.83,74530.44443,35862.24875,66760.67974,84862.89162,66112.56033,106964.0665,111399.095,85210.65071,97474.05106,89653.71888,81249.05477,66668.02209,48800.61353,70920.9906,67465.17369,79193.64062,69185.40342,72965.60927,0,83042.48135,90442.39428,53888.81223,77273.1423,94017.57639,65694.28406,79608.95302,120819.4259,107178.0079,91932.5868,102457.4482,104200.4776,81139.92921,81902.32864,102830.0643,87629.92907,78256.11957,81324.69322,80490.32687,83923.017,103996.7463,111763.4838,70820.85134,70793.70221,81907.65621,70568.28438,79427.15238,83235.14652,85465.11756,58204.31691,129376.0169,60550.89777,45974.87265,90090.38898,71001.59211,72939.65419,75646.30049,106430.7318,74648.07339,76027.20888,56271.5812,84492.04791,0,101386.56,43765.99524,56328.1421,105047.5672,66102.52592,136525.9758,58924.23253,54594.43192,51465.81641,60429.59347,54489.98225,60874.60937,47051.93846,85587.97386,72216.05361,48134.59795,103548.3162,117207.4757,90902.06223
