Measurements/Samples, Spot 204291, Spot 204292, Spot 204293, Spot 204294, Spot 204295, Spot 204296, Spot 204297, Spot 204298, Spot 204299, Spot 204300, Spot 204301, Spot 204302, Spot 204303, Spot 204304, Spot 204329, Spot 204330, Spot 204331, Spot 204332, Spot 204333, Spot 204334, Spot 204335, Spot 204336, Spot 204337, Spot 204338, Spot 204339, Spot 204340, Spot 204342, Spot 204343, Spot 204344, Spot 204345, Spot 204346, Spot 204347, Spot 204348, Spot 204349, Spot 204373, Spot 204374, Spot 204375, Spot 204376, Spot 204377, Spot 204392, Spot 204393, Spot 204394, Spot 204395, Spot 204396, Spot 204397, Spot 204398, Spot 204420, Spot 204421, Spot 204422, Spot 204423, Spot 204424, Spot 204447, Spot 204448, Spot 204449, Spot 204450, Spot 204474, Spot 204475, Spot 204476, Spot 204477, Spot 204505, Spot 204506, Spot 204507, Spot 204532, Spot 204533, Spot 204564, Spot 204565, Spot 204566, Spot 204567, Spot 204594, Spot 204595, Spot 204629, Spot 204630, Spot 204631, Spot 204660, Spot 204661, Spot 204662, Spot 204698, Spot 204699, Spot 204700, Spot 204728, Spot 204729, Spot 204730, Spot 204769, Spot 204770, Spot 204799, Spot 204800, Spot 204801, Spot 204842, Spot 204843, Spot 204844, Spot 204872, Spot 204873, Spot 204917, Spot 204918, Spot 204946, Spot 204947, Spot 204948, Spot 204994, Spot 204995, Spot 205024, Spot 205025, Spot 205026, Spot 205074, Spot 205075, Spot 205104, Spot 205105, Spot 205106, Spot 205156, Spot 205157, Spot 205187, Spot 205188, Spot 205241, Spot 205242, Spot 205271, Spot 205272, Spot 205273, Spot 205327, Spot 205328, Spot 205329, Spot 205359, Spot 205360, Spot 205361, Spot 205417, Spot 205418, Spot 205449, Spot 205450, Spot 205451, Spot 205509, Spot 205510, Spot 205541, Spot 205542, Spot 205543, Spot 205603, Spot 205604, Spot 205636, Spot 205637, Spot 205638, Spot 205700, Spot 205701, Spot 205732, Spot 205733, Spot 205734, Spot 205735, Spot 205799, Spot 205833, Spot 205834, Spot 205835, Spot 205836, Spot 205837, Spot 205903, Spot 205934, Spot 205935, Spot 205936, Spot 205937, Spot 205938, Spot 205939, Spot 205940, Spot 205941, Spot 206009, Spot 206026, Spot 206032, Spot 206033, Spot 206034, Spot 206035, Spot 206036, Spot 206037, Spot 206038, Spot 206039, Spot 206040, Spot 206041, Spot 206042, Spot 206043, Spot 206132, Spot 206133, Spot 206135, Spot 206136, Spot 206137, Spot 206138, Spot 206139, Spot 206140, Spot 206141, Spot 206142, Spot 206143, Spot 206144, Spot 206145, Spot 206146, Spot 206239, Spot 206240, Spot 206241, Spot 206242, Spot 206243, Spot 206244, Spot 206245
PICer401_0,131668.1144,101136.2034,190979.7765,513389.2652,233518.051,111049.1913,177003.5276,201748.0207,198434.003,230893.5437,102145.7079,234613.2664,232756.4649,218688.997,439476.1156,314176.5581,353888.3944,98583.66403,274062.7205,71668.22954,76141.47473,180738.9037,158489.3806,93996.23802,69474.77306,86495.37605,82378.27632,105584.5134,221624.8247,346699.0186,402983.7088,318151.6822,189403.95,143603.258,547873.6244,238688.7804,166609.6127,96637.41384,0,228215.1675,86364.84077,179304.5283,164248.9543,200411.1483,233746.628,316792.0115,288831.1325,399181.0592,283627.498,150145.6088,36452.4057,93007.82291,370602.5168,99862.67474,211101.211,570120.9803,434502.7249,52299.3491,156476.194,152559.9905,454606.4827,197470.1658,424690.6151,241420.8669,84472.78891,860776.4171,400602.1087,599226.6486,306408.9894,285126.4294,263279.6489,485244.2955,177243.0434,355552.5168,337586.2424,180567.3434,143749.2878,208771.4318,348030.6302,233945.5769,334452.6087,204393.636,178764.6723,363955.6523,445452.816,278617.0491,203096.3701,167272.2716,312370.1923,272841.7222,466234.3675,204864.8738,164985.4373,293841.8807,460967.4681,386666.283,146163.4548,172511.8285,136851.0215,536192.8455,316569.299,131988.2444,73581.45916,407346.7305,563121.2053,446233.1067,179321.6041,238109.4927,334326.9993,1003490.913,146755.3313,301346.6715,249351.5987,631101.8389,1028434.014,555661.1419,187651.1513,302509.0229,153033.3355,497784.3684,349405.6395,174430.2875,108657.3643,225541.1807,448007.8015,452197.6533,169225.6841,134842.2017,114821.2962,781875.3228,494534.3942,279365.3798,216656.146,181055.7904,526272.5607,528983.4183,181093.7202,311673.34,117703.1706,461869.3376,228974.8613,404732.5859,337649.8972,69885.56715,432748.5737,533661.5433,375117.3397,134108.4365,96627.42885,75460.25156,468011.579,488398.8329,437021.0452,812980.5951,592250.7236,306074.5184,352660.106,86192.46825,133048.8829,1056096.818,448983.4913,576871.547,389817.5046,579593.0302,944460.6152,482429.7613,385015.709,567417.7749,784242.7389,363770.8286,312788.5877,288800.6901,184762.7863,365399.4375,123484.2471,203852.4354,473806.1443,409973.5061,519562.976,447015.642,304030.3412,427355.2122,413871.8821,287967.2031,471891.0175,342155.123,207906.2931,143641.2225,289768.4396,218945.7227,289512.4784,209590.7203,474136.6414
PICer401_1,73931.80446,67958.41112,86058.29942,208582.4022,132601.4256,0,92155.94233,105838.421,88685.22462,124548.7665,63072.47637,95858.23315,144622.5576,102086.3328,216593.911,148348.713,135481.8617,64784.74519,167608.1163,0,0,95638.98706,105653.3216,31832.659,43980.40561,0,57933.0663,0,104919.742,151765.2546,184334.6297,186949.2872,89717.42207,67086.39442,283027.8307,128924.0663,71639.33982,56676.96673,0,139442.4049,0,95259.74888,112102.0058,106982.1942,132095.1411,143658.3307,210694.3882,168992.8895,151237.257,97027.56925,0,56607.80668,201218.641,43297.42527,116386.5305,283621.0318,216637.5145,0,77118.28704,79562.67074,196209.7086,135400.4286,216273.0988,128426.3379,0,420421.0212,222026.6633,290539.2604,137844.6171,149167.7315,131530.9486,220877.2543,0,160512.8579,146999.3864,86399.45542,81804.20974,147401.7996,187755.7292,113318.8968,154386.7336,124020.7631,105487.8389,161867.3537,227247.8876,156924.3879,94001.34396,102984.0947,169063.1591,112905.3267,235864.7968,139510.4658,79732.32634,132013.766,265214.9428,139004.6503,79779.62604,79448.22731,84331.2011,274263.5068,119959.863,73982.9031,32555.50505,192986.4258,264467.3831,203747.7915,82265.06056,160092.2051,186805.3866,517186.8575,84057.6452,147471.1925,168374.1361,266336.5728,640706.1227,290489.1453,82020.0445,163336.0745,54495.67712,251409.2444,194748.6181,96333.39818,59947.42896,136458.8096,281103.6076,194102.9548,88413.65941,0,61988.13715,321021.0093,248409.2658,146694.7381,98215.89057,118194.085,230304.8771,308483.1864,104008.7176,133989.248,80498.15521,207338.7219,107719.1828,186035.2538,180591.6083,39352.59555,202051.5729,277183.735,217853.3891,60244.99559,59576.91187,42365.11601,192406.614,221145.0814,206482.7343,372076.0307,320421.9876,146826.7886,134034.941,28904.81081,54363.47516,490308.2965,185818.2155,288152.8619,184391.8466,274931.306,483593.4373,228902.2927,207607.4741,274276.5119,400974.5585,256322.0067,176082.7049,123864.0379,104400.7316,150474.0906,55944.3847,135099.74,196702.162,190111.4928,208421.2174,229197.5836,149150.3671,239583.2261,198197.2189,138502.031,215155.3907,160420.7024,117982.8813,47867.22647,122599.4903,116293.4794,162831.5637,89041.87253,197775.5112
PICer401_2,0,0,0,47391.47261,0,0,0,0,0,0,0,0,38290.51805,0,64563.54033,0,0,0,43710.51458,0,0,0,0,0,0,0,0,0,0,0,47565.46985,0,0,0,49243.66417,0,0,0,0,0,0,0,0,0,0,0,59429.28613,0,0,0,0,0,0,0,0,0,0,0,0,0,46424.46235,0,0,0,0,0,0,74973.87851,0,0,0,83195.11132,0,0,0,0,0,0,0,0,0,0,0,46787.95529,56208.85255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57825.85128,0,0,0,0,0,0,0,0,0,0,0,55506.25225,0,74785.56471,0,0,0,0,0,73619.29516,0,0,0,0,74756.47898,0,0,0,0,0,31619.30061,54705.57295,0,0,0,52556.73879,0,0,0,0,54375.49368,0,0,0,60744.66016,0,0,0,57736.40297,46535.80434,0,0,0,108386.6896,60987.52036,0,0,0,0,0,0,0,0,0,0,49983.42972,22026.4667,0,0,0,80982.76091,0,73717.2565,0,0,0,0,0,0,0,0,0,64659.87835,0,0,0,71377.82247
PIO362_0,72728.94396,106717.0959,85889.88821,157036.7284,127697.0063,0,0,103964.6815,82040.63017,109524.5736,89545.29972,113194.238,185862.0966,116543.9769,262320.5209,214590.1228,166995.6862,70383.18778,122668.7213,0,47729.28597,69942.52883,103158.6849,50046.02087,53581.60987,0,47730.58108,45658.95506,48320.64499,153304.5071,168613.7407,185559.0946,90431.81616,79722.30824,163590.5006,83216.24761,135871.7688,56920.66839,0,91647.43611,39255.89234,85982.77967,115305.8203,112457.0095,110423.5454,127791.1015,142848.1711,193272.1105,155772.4327,82595.32702,0,54231.80509,126231.3704,54359.95121,121398.4148,224548.0095,178214.3884,75589.54447,0,0,237132.5486,180461.093,177412.3607,193270.8986,44972.18616,218165.8431,123124.1169,0,169413.2922,174800.907,71555.40422,152900.6483,0,218084.0317,185548.3611,131637.4834,78208.05182,111565.1105,153155.3266,121526.588,298061.6372,121474.0437,115820.0141,155556.6656,173073.6045,132030.6607,107768.9133,78993.46687,126520.5825,164909.5683,201465.7976,166833.9561,110617.0114,151701.1213,225771.3415,265821.9388,100629.1715,122678.2525,87303.73102,356403.8067,155847.068,76751.72035,47789.24227,175565.1511,280475.9015,258762.1464,129376.7565,150122.4869,152592.2238,530058.4323,92417.92534,145381.3947,124463.3556,278844.8992,501525.4548,239510.5792,112507.6172,151838.3604,77488.53296,247781.1668,230708.4009,124124.9519,84659.08259,151022.3503,0,211974.5614,118736.9288,71298.25618,110447.171,335061.991,281922.6891,107443.3697,127257.632,125283.6778,232285.9166,313790.1281,86624.57972,160646.6688,69793.80112,203524.0379,128279.8279,166827.7238,163441.2498,51033.48762,153641.0759,252777.8948,156071.2292,74281.69446,0,49661.13967,236071.5988,272333.9389,269388.9846,314514.8651,257773.9122,148155.8546,161415.3716,50942.26313,60952.58864,330132.7327,223708.0761,352121.4099,185639.254,253304.068,487370.283,259701.44,269054.7265,323803.9371,326519.1238,221189.8712,143658.6339,138036.4567,102553.6833,137136.3248,74774.55796,138976.7742,291629.8613,237716.3144,279379.265,325690.1591,181985.8505,226705.1578,291811.3767,127792.7226,244426.4507,117583.1618,133330.1454,72369.40212,150462.2802,121114.5229,172595.6035,104388.8902,179436.3587
PIO362_1,46817.96033,76293.83299,56370.66765,103918.9564,74281.72348,0,0,72739.02469,78350.88353,73339.09376,0,84940.31564,89938.18291,63036.09262,103869.4292,156387.9384,115736.2424,49129.49213,89115.32364,0,0,53829.51372,63571.10874,0,0,0,40065.55382,0,55948.87158,101181.8594,110837.8309,0,0,80198.13126,79824.75078,63284.12678,73094.34804,0,0,66234.28896,41678.11996,64357.65073,84357.8028,56102.15014,77297.68728,80722.12915,98873.51031,131803.6995,122007.0692,49350.86031,0,46797.03237,80450.15576,0,0,159083.543,156739.8088,0,0,0,129535.1412,102026.9463,107251.4171,85008.67683,0,0,0,115213.4602,99880.64255,111274.1919,0,87250.43829,0,137469.361,137718.9329,58213.3127,0,90086.01188,92665.45289,52238.5636,173797.1497,0,63029.6501,81565.70731,127987.7154,71656.20436,74457.78739,50069.0622,93746.0075,118644.4082,125225.1455,83222.52203,82298.06853,0,116881.7106,153332.8914,61730.57905,71459.49181,0,190364.2845,87793.3518,0,31975.84149,117749.2035,195498.4071,164058.3923,84721.80101,0,0,325825.2554,57253.40083,64236.37044,63470.50843,194877.5564,294404.4329,187804.6603,70195.63993,89297.83874,0,111478.8113,162884.9467,66674.78649,0,88873.54145,155515.3916,130644.6097,69155.28032,0,59382.96758,194263.7659,153089.6979,78837.82372,0,59188.04668,134015.3074,177268.9696,61206.73337,77743.9903,35872.11418,99654.77149,102577.435,109251.5492,76374.04588,23591.32055,101164.4587,158019.4526,81673.50601,59810.58433,0,32455.76242,122594.5074,200219.6674,133185.6117,217855.4738,173090.4085,95245.90649,77694.25798,33166.72754,0,168400.4186,156088.9179,217294.0452,134605.1188,194211.3936,261635.9073,169690.9142,157598.1221,175239.4607,224149.1112,110394.2226,117706.6336,82061.37625,53740.30968,100079.0323,0,113193.3781,163703.4341,160201.6871,178853.1058,213034.458,94997.09942,109874.0427,192218.7819,86481.4518,146842.7566,81025.18059,80304.9371,42410.41529,82451.52668,78427.85428,100894.7517,59977.80641,138391.0185
PIO362_2,35581.93971,0,0,0,0,0,0,0,0,0,0,0,31617.50492,0,0,0,0,0,58073.47372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70826.16051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44576.24812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63078.14466,0,0,48131.51172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63588.13714,0,0,0,0,0,71342.76485,0,0,0,121079.3059,0,0,0,0,115290.5149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72232.58319,49760.01749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56717.0433,0,52190.0864,0,92629.57491,46822.09504,0,0,0,70412.43382,48989.50923,44843.58686,0,0,0,62410.32459,64684.67294,0,0,0,0,0,32173.05299,0,0,0,0,0,0,61535.68222,0,0,62144.64351,0,0,0,46898.26859,0,0,0,37302.71979,0,0
PG4412_0,211321.5804,263227.6808,201384.4856,317030.0501,434417.8003,248373.2059,350282.0738,290766.7069,370862.7586,320226.4235,193100.8401,250189.5013,243582.5923,226907.1773,261886.2132,453920.184,464091.4317,409428.8477,418971.6123,397213.3124,277013.2564,229681.2221,386601.4385,255345.7906,198632.444,134531.4316,355893.4302,231404.2122,314500.4425,673712.2253,604649.392,619278.4341,606120.8393,348038.591,352038.6208,404021.4161,318154.6442,389503.7165,202269.0857,155485.5507,287250.3199,292216.7148,456185.6771,406172.9772,506117.939,405266.9789,276833.0593,440755.7331,435070.5246,474769.6219,205956.5419,361847.0195,629844.5664,384027.0666,399867.8981,486658.3704,654291.5575,363407.9992,222299.5306,552146.2115,666552.1818,301174.0378,340751.6358,441627.8412,221690.4791,1000098.299,664470.549,366873.7594,379417.4399,590007.215,333373.5512,514283.2055,254393.5667,404018.7684,441942.1999,535656.0774,445962.0446,457043.5037,530779.7473,203877.1693,524291.6334,349441.5033,583609.049,466592.8957,354623.6084,476317.9842,261248.272,526598.7189,429284.2529,282566.1901,417048.8353,587940.2889,326761.9937,460607.7307,324874.5857,586836.4516,308824.8436,434636.9195,371366.9576,422775.2397,547393.1467,206540.642,359860.6551,428140.4529,391825.7692,632375.2317,227129.7951,578218.8813,303190.9498,560538.09,364146.7691,444933.4371,211145.8901,253964.8142,491678.5623,580942.4298,221440.9264,393931.828,142624.1605,257544.2502,588263.3855,381603.5295,270962.5721,454027.4234,279918.6544,379184.6391,284075.4984,291540.828,364109.621,281847.9991,456689.3227,330956.7258,227649.7429,231441.3226,229746.8378,513657.4889,219784.9353,237173.7054,178669.3446,201575.7695,340790.6994,444061.2368,391642.7432,215721.1218,197172.1033,416905.1005,475870.1792,422009.4168,278698.6637,250457.001,219919.5145,240672.9488,259642.5284,423198.6758,499845.7667,619883.1252,269043.7548,135878.9323,166469.2464,139515.3019,175187.2505,194989.2713,286094.6013,469174.3519,474425.9783,313215.1443,465506.0576,395798.4132,448082.9472,459644.0047,404467.1194,238309.9888,181040.1404,188883.2523,176865.452,404041.8867,431772.8549,583972.5209,397336.6833,477572.8016,424629.5312,496065.3583,537526.1666,414835.8407,311457.9814,165341.1637,128593.4984,216322.511,484777.6223,239570.7863,336530.2613,245128.9202,208530.7105
PG4412_1,182595.2609,207224.1573,199186.0586,272294.129,325608.2842,227967.1916,302949.7638,304499.8248,341584.0906,307184.5509,194197.4867,179417.6243,190279.7327,213089.7363,242249.9849,395678.1439,377959.0663,357422.3267,304728.3241,347734.8544,244595.8599,196089.0989,333970.3901,202666.4348,244340.9086,114651.703,361655.7113,184975.4362,301034.3076,608954.5717,403185.3698,622329.6642,562391.0326,287849.3923,299657.6039,355423.3232,233451.863,385776.3547,189566.942,146388.4245,276591.3493,264564.4712,383068.8718,372370.074,398113.9683,368474.4812,256551.8212,452639.0455,370859.4543,357897.7306,189073.3185,318797.4208,560260.4762,361188.4575,321344.6872,361737.3699,542233.6939,310373.1896,247090.6918,495517.3572,590596.2188,248749.7243,315184.0972,491662.3403,188737.8618,989013.2099,567899.9172,343649.6354,368179.4945,433595.8026,235076.2095,453860.8807,252522.0254,302980.3816,386639.4692,472015.774,357260.6497,475074.2514,461662.1467,214811.5918,442665.7314,311211.1384,493463.4752,366324.897,334562.9478,465079.4527,261321.7563,467903.8438,359039.8057,253829.765,375578.4187,491518.4306,237892.0748,348309.9873,317011.0433,446366.0282,303378.722,317477.7881,294921.0662,403575.1042,363818.9529,234361.4674,287739.9122,422923.3215,374745.7644,588992.768,227417.8867,454395.0683,222217.7424,398797.0802,304041.2189,345696.9777,145906.7078,188057.0622,433299.9805,497768.3214,178365.3184,377417.0213,95879.58072,258126.3007,480277.1198,323586.195,268675.7791,400093.9435,259433.5865,329931.4606,214657.7002,219235.5097,285963.6965,262896.5771,381175.3636,288359.2726,237862.8841,195101.0816,198106.8897,498272.7331,165855.4427,189468.9838,178756.7284,225577.7217,314966.9496,401187.2588,280377.0269,182394.7453,152382.9936,328265.1332,453915.9835,395437.0501,187464.3505,197088.677,163847.9631,224940.2122,245973.3474,358148.8728,476120.4231,574310.9093,228815.0244,116159.0424,113954.7388,93954.19649,152158.8403,162899.1036,257973.2191,378469.807,383308.581,263409.3021,439757.9152,407145.7946,451708.0665,361397.6222,322869.8633,206662.423,177498.5357,172955.5158,152845.5607,278715.9581,490913.0229,495369.2814,402923.9429,470820.6279,384842.9946,419817.1943,421090.2236,337989.3874,251545.8377,126294.3563,113925.4276,184080.3848,407634.2356,255826.4305,277967.3898,231945.9235,202639.8745
PG4412_2,80121.62581,102497.1677,94127.42464,122043.3043,150410.2651,62509.14872,113813.9671,110889.8607,106769.8498,135575.3992,67615.07384,69381.86049,57901.72377,71032.11489,86099.33479,119204.2156,130227.4921,158375.4874,144813.524,154839.3704,107985.1786,73467.49278,139611.7197,100492.9566,84500.82786,0,142222.701,60735.2599,105965.6585,181151.3636,176874.7435,190711.5935,194699.2819,96696.65114,154669.0827,130621.6113,101564.2103,137368.8275,80902.09725,0,94552.61102,93870.85249,141115.0983,138814.4669,122327.5843,156129.1798,103731.4073,141987.7612,134783.3605,128712.3586,67390.88027,122596.1823,176279.4117,133711.3581,108806.6512,139263.742,204588.0944,102850.3681,98456.5871,178920.2788,217972.7279,82548.88585,106790.8645,132309.8642,60502.70841,372286.1804,255660.6371,171617.4648,107792.5359,167452.1164,127217.5264,167919.2283,0,114600.5372,167688.5509,191673.3173,136216.2518,164421.5962,163618.7686,81704.1265,152568.1272,117563.4399,178197.2681,151875.9629,111470.1429,169643.9512,93065.27116,175497.6859,146873.3984,109861.4589,121653.2234,181269.7032,88068.74749,153531.7962,107489.5211,214293.8029,100634.7201,119037.7898,117984.4324,146960.9568,170013.0466,66004.87444,104758.0971,159180.9365,171813.7254,253019.6958,90318.39301,168358.9466,93489.44825,150236.1343,100427.8435,132835.1313,58919.29275,64387.66292,105740.3856,169492.8227,70145.3745,103257.0061,0,83784.73971,135305.279,110398.4474,79146.95966,199698.6237,104793.7934,128769.3321,54977.10948,99850.32261,110731.7603,88942.16438,177043.1664,92227.69872,109688.39,93243.25906,0,194697.7959,64939.27235,86856.35514,58181.43057,70320.22345,115616.0053,128589.047,142182.7195,67404.59708,0,166819.6371,191301.6692,114793.05,67643.53064,70994.49148,0,78696.20626,84355.24765,159423.5265,217735.6933,204989.8825,81741.62971,57181.38322,48189.41426,52067.92,79522.90267,77770.5262,0,95030.19877,161391.2369,118390.5631,166795.2173,162239.8167,162770.7742,140135.5224,140831.7736,57970.48638,52085.62746,58549.91905,51196.87849,101170.8539,145189.2561,164482.3032,169926.9698,135746.6207,110309.3978,161185.1891,178509.3425,141517.423,77000.13283,0,0,73034.21204,155702.0245,69550.13546,111462.1142,127748.829,59992.05515
PG425_0,293217.6252,303062.845,308590.255,376821.5297,361307.0251,328679.6911,358636.3205,390751.7798,348721.322,402943.6796,239960.3017,290786.5302,379166.9116,365947.7521,551696.7766,495287.9881,440057.9785,313968.18,426391.3804,463730.1488,262278.644,315610.8425,465161.8101,320741.3578,328652.028,255692.3789,328056.5895,340397.1149,358822.9983,607365.9783,451485.3969,681690.4669,394494.0338,344927.6725,447539.957,385615.2993,422893.3847,344636.5055,348790.5509,286600.1814,318855.374,289127.4204,452225.5226,413744.7728,400616.8664,376981.5719,566395.9624,573525.808,526621.0506,465971.365,314033.1141,445271.2382,610090.8347,316160.2804,450106.3794,646916.8967,695203.9666,380878.0308,522261.43,520943.1146,649388.4272,432703.1866,537461.2582,522101.1276,431741.6962,1516515.645,496665.005,469024.1641,535292.7947,625918.6621,442261.3346,531299.1859,430639.0598,564241.8795,549147.2733,614074.7567,506931.8355,478284.1429,666449.1734,449016.7226,664236.4476,493176.6268,540898.2445,566909.2037,457799.1915,538887.5759,528378.2231,460898.9516,504770.1144,487466.7584,767924.1026,728645.3247,578403.0447,563879.2005,662214.2008,538155.9576,420624.9305,591794.3952,530349.1217,721553.746,491646.5203,466726.6824,349768.4599,697554.7534,690708.9791,791339.8292,590218.3782,621333.2118,648906.7265,995735.6574,481262.222,582115.6492,555544.2431,577112.515,860872.5688,676325.521,514806.3077,525435.0182,343864.123,595943.4099,853409.7933,480882.4048,404062.7318,613382.2409,542888.3292,534298.9952,452229.5164,522031.745,465139.0016,560533.032,715700.968,508872.348,496591.9295,515481.3322,493678.4479,793861.6222,394576.7011,479711.6841,434014.9732,762541.3444,620122.023,716990.3241,839299.1218,340181.1189,465814.3231,715436.8683,520194.4089,582575.2018,577945.863,354977.5903,568312.1919,676642.7302,569429.4171,728322.0457,606860.9315,731409.8779,672579.0209,462692.4987,297313.8783,295013.084,514534.9347,504386.8026,492299.3182,767401.6812,1036167.474,629595.1716,683279.6901,751010.9872,545932.3864,566143.5164,548242.2955,585249.3157,273648.4384,380499.7197,315447.8151,462560.0495,658088.6719,634516.2756,602684.5952,594534.5438,681233.5154,563979.6689,757799.2592,611499.2667,595228.4211,525019.5224,352394.7719,308790.1168,711422.4643,532913.8999,553586.8206,471824.866,579044.6898
PG425_1,244975.494,267633.6619,242740.3793,291957.7273,255896.5669,188051.9611,259773.9852,268475.5856,246482.9456,313833.3859,187277.0932,261879.9493,373331.995,247461.8916,406750.888,307678.6629,341705.1278,240979.7046,400951.61,345541.3727,204203.9324,266078.5545,298981.8976,231146.7247,303503.4421,192566.7652,275837.6543,268931.3158,267980.8688,440314.4531,343016.3221,516381.4829,268795.8243,295378.0698,330172.7534,337669.5451,283668.8614,235470.5663,258769.8583,284063.4419,233327.1009,247362.3616,360359.1386,326203.1836,307391.5133,281694.407,442727.187,445525.778,415034.6196,354843.8494,235872.0596,340494.0923,537265.8505,269774.1682,334001.1513,540208.5346,472379.102,327677.7605,354016.2995,362916.4953,501040.407,305433.9014,458859.0891,441797.8006,283786.2687,1311875.379,460314.9807,407954.1859,491917.7366,496154.5169,461584.7674,372105.6589,323512.4245,393261.7874,450668.908,410510.5116,454978.9335,391690.2029,481926.1862,275658.6141,500767.0654,397341.758,497329.4768,402183.2981,406359.1475,432562.5777,370305.2924,348444.3643,403299.0157,447184.1434,611161.1043,466816.6924,446205.8657,455923.2506,528199.8597,472179.0818,319175.546,429400.5261,425928.4362,535865.77,437890.605,409480.8339,264955.1398,519368.9196,528610.7437,678226.682,442291.9503,439152.7805,461236.1191,725527.1043,409201.3783,497346.7422,462854.597,432936.1181,742731.5303,617958.1109,359548.7097,399081.4818,230392.2602,412762.6327,709723.4311,356782.0493,355636.8202,505393.2106,347524.4016,446086.4203,396585.696,397233.5855,319137.2155,436315.5919,676220.7177,371740.2726,397086.9406,424300.1039,440467.5872,798434.7343,318792.2808,311682.2391,299177.4988,547668.5378,483667.1631,591573.2167,576334.146,239496.3935,356180.1005,632618.5338,422734.2907,521089.78,463995.6453,263164.2676,491394.8264,503474.4988,446642.7125,558607.5031,511440.1637,615002.2736,583622.2092,278894.0337,214340.4785,270438.6652,453998.7264,466704.8577,563405.1472,503295.832,842149.8697,564314.6808,575539.2129,612235.4635,446233.9143,369415.9998,433707.856,455145.2312,222018.4143,357060.6994,247237.8363,374223.8892,532496.4159,531945.1143,540735.2938,509473.1516,490652.9296,468101.5026,641853.064,532516.8337,495765.1586,366248.9906,285253.8837,300125.2721,508252.9404,410439.1964,439807.0775,319832.4783,407439.3962
PG424_0,228788.4804,229115.2202,203629.026,241106.2393,244446.9215,183568.5908,201806.4605,243923.9607,159362.9823,228870.3659,177680.9114,200403.8312,363588.9922,224115.3495,361487.7914,292139.79,292313.908,157200.3068,318481.4106,202741.4423,115545.9537,210966.217,212325.581,137223.9408,151761.201,191817.0962,189836.4059,232594.6988,223723.5124,376218.698,306847.1216,389682.7915,234751.9845,215466.6086,342405.352,248735.2512,263159.4294,200601.5743,211904.5392,252137.0449,188776.1949,203389.8834,276254.8674,240669.47,240366.0383,312244.1055,377719.9096,373384.2228,329692.9083,351152.6516,162935.8803,226202.5216,371662.3446,176560.8225,247075.0415,515748.7001,436046.2983,204876.274,285591.627,249873.1946,445895.6615,248349.8656,422103.845,364838.944,224762.4452,881228.0087,341023.4352,396559.7963,451175.4536,375636.3796,307996.7665,426372.3465,360894.7201,368880.2929,403412.6334,277762.1343,347801.2998,303771.1179,398102.992,297464.9655,383816.7648,267429.2239,292496.442,411390.452,345294.4974,281835.5761,304916.7515,243238.339,337604.8874,351557.4738,534029.9781,361186.1815,407278.6394,324514.0713,487521.213,323898.6929,222350.2016,304553.4991,308488.4975,532697.0738,355935.1972,296687.6322,161310.129,469217.2926,422463.4012,489338.6665,360260.3773,336047.1254,417484.9514,687112.0816,225077.6034,350811.5238,337326.6486,430938.6163,759791.2452,422850.0871,219491.6129,287163.8562,220190.5607,363473.0844,498241.7792,258696.447,227268.1239,394517.087,386151.9439,338235.6202,302713.9448,291834.6717,248431.3312,519398.0961,404735.3147,311405.0594,309508.503,347880.3672,342767.58,423643.1808,221644.9599,257459.7688,221785.2898,494596.927,367233.5221,476957.8386,405320.6591,196809.2877,321404.1503,528666.3255,368278.7352,305288.0463,284309.956,214874.2206,476592.717,510712.4918,406141.6329,584998.7557,506811.1803,413879.4212,485491.4498,210330.6098,225059.696,557741.901,406180.0674,487765.881,458438.0395,607306.281,786707.7752,378302.9507,380027.2296,517970.1767,536585.6816,297623.9455,386838.9492,391049.7523,243351.6034,389759.3265,262995.8236,282741.0214,492070.9155,447574.1533,454510.3605,354745.1358,464663.9188,392398.2247,507441.8831,359002.3786,541709.739,293697.8226,364345.377,269519.1377,393552.7363,299681.4551,366228.2572,273594.3957,364710.4773
